"Station","date-","Maximum Temperature (°C)","Minimum Temperature (°C)"
"Haifa Technion 01/1995-04/2023","14/10/2014","25.2","18.7"
"Haifa Technion 01/1995-04/2023","15/10/2014","25.3","18.5"
"Haifa Technion 01/1995-04/2023","16/10/2014","24.8","17.7"
"Haifa Technion 01/1995-04/2023","17/10/2014","25.0","19.6"
"Haifa Technion 01/1995-04/2023","18/10/2014","26.0","20.7"
"Haifa Technion 01/1995-04/2023","19/10/2014","24.8","18.6"
"Haifa Technion 01/1995-04/2023","20/10/2014","22.3","13.6"
"Haifa Technion 01/1995-04/2023","21/10/2014","23.2","15.4"
"Haifa Technion 01/1995-04/2023","22/10/2014","28.0","16.5"
"Haifa Technion 01/1995-04/2023","23/10/2014","24.2","19.7"
"Haifa Technion 01/1995-04/2023","24/10/2014","26.2","17.5"
"Haifa Technion 01/1995-04/2023","25/10/2014","28.7","18.0"
"Haifa Technion 01/1995-04/2023","26/10/2014","29.6","19.3"
"Haifa Technion 01/1995-04/2023","27/10/2014","27.3","19.2"
"Haifa Technion 01/1995-04/2023","28/10/2014","24.2","18.4"
"Haifa Technion 01/1995-04/2023","29/10/2014","24.8","18.1"
"Haifa Technion 01/1995-04/2023","30/10/2014","23.9","18.2"
"Haifa Technion 01/1995-04/2023","31/10/2014","22.9","15.7"
"Haifa Technion 01/1995-04/2023","01/11/2014","22.1","16.1"
"Haifa Technion 01/1995-04/2023","02/11/2014","24.0","16.1"
"Haifa Technion 01/1995-04/2023","03/11/2014","21.8","17.7"
"Haifa Technion 01/1995-04/2023","04/11/2014","22.3","14.3"
"Haifa Technion 01/1995-04/2023","05/11/2014","23.2","15.5"
"Haifa Technion 01/1995-04/2023","06/11/2014","23.6","15.8"
"Haifa Technion 01/1995-04/2023","07/11/2014","22.6","14.6"
"Haifa Technion 01/1995-04/2023","08/11/2014","24.1","15.9"
"Haifa Technion 01/1995-04/2023","09/11/2014","26.3","16.5"
"Haifa Technion 01/1995-04/2023","10/11/2014","26.8","19.2"
"Haifa Technion 01/1995-04/2023","11/11/2014","25.3","15.8"
"Haifa Technion 01/1995-04/2023","12/11/2014","25.6","16.4"
"Haifa Technion 01/1995-04/2023","13/11/2014","23.7","16.6"
"Haifa Technion 01/1995-04/2023","14/11/2014","23.2","15.9"
"Haifa Technion 01/1995-04/2023","15/11/2014","22.8","15.9"
"Haifa Technion 01/1995-04/2023","16/11/2014","19.8","14.0"
"Haifa Technion 01/1995-04/2023","17/11/2014","20.1","14.5"
"Haifa Technion 01/1995-04/2023","18/11/2014","21.3","14.7"
"Haifa Technion 01/1995-04/2023","19/11/2014","23.7","15.2"
"Haifa Technion 01/1995-04/2023","20/11/2014","24.8","17.2"
"Haifa Technion 01/1995-04/2023","21/11/2014","20.6","16.7"
"Haifa Technion 01/1995-04/2023","22/11/2014","18.8","14.1"
"Haifa Technion 01/1995-04/2023","23/11/2014","19.3","11.8"
"Haifa Technion 01/1995-04/2023","24/11/2014","17.9","11.7"
"Haifa Technion 01/1995-04/2023","25/11/2014","17.9","11.3"
"Haifa Technion 01/1995-04/2023","26/11/2014","16.8","12.2"
"Haifa Technion 01/1995-04/2023","27/11/2014","16.5","11.8"
"Haifa Technion 01/1995-04/2023","28/11/2014","18.9","10.2"
"Haifa Technion 01/1995-04/2023","29/11/2014","17.5","12.4"
"Haifa Technion 01/1995-04/2023","30/11/2014","19.4","11.8"
"Haifa Technion 01/1995-04/2023","01/12/2014","19.9","14.4"
"Haifa Technion 01/1995-04/2023","02/12/2014","20.9","16.0"
"Haifa Technion 01/1995-04/2023","03/12/2014","21.3","14.9"
"Haifa Technion 01/1995-04/2023","04/12/2014","24.0","18.4"
"Haifa Technion 01/1995-04/2023","05/12/2014","24.8","15.8"
"Haifa Technion 01/1995-04/2023","06/12/2014","22.5","15.5"
"Haifa Technion 01/1995-04/2023","07/12/2014","21.5","14.4"
"Haifa Technion 01/1995-04/2023","08/12/2014","24.2","15.7"
"Haifa Technion 01/1995-04/2023","09/12/2014","22.7","15.3"
"Haifa Technion 01/1995-04/2023","10/12/2014","20.4","14.2"
"Haifa Technion 01/1995-04/2023","11/12/2014","21.7","13.8"
"Haifa Technion 01/1995-04/2023","12/12/2014","20.9","16.5"
"Haifa Technion 01/1995-04/2023","13/12/2014","18.3","12.3"
"Haifa Technion 01/1995-04/2023","14/12/2014","16.6","11.4"
"Haifa Technion 01/1995-04/2023","15/12/2014","17.9","11.0"
"Haifa Technion 01/1995-04/2023","16/12/2014","18.8","11.9"
"Haifa Technion 01/1995-04/2023","17/12/2014","18.5","11.3"
"Haifa Technion 01/1995-04/2023","18/12/2014","16.7","13.8"
"Haifa Technion 01/1995-04/2023","19/12/2014","17.8","14.6"
"Haifa Technion 01/1995-04/2023","20/12/2014","18.2","13.0"
"Haifa Technion 01/1995-04/2023","21/12/2014","18.3","11.0"
"Haifa Technion 01/1995-04/2023","22/12/2014","16.3","12.2"
"Haifa Technion 01/1995-04/2023","23/12/2014","16.5","12.0"
"Haifa Technion 01/1995-04/2023","24/12/2014","17.4","11.5"
"Haifa Technion 01/1995-04/2023","25/12/2014","17.3","11.3"
"Haifa Technion 01/1995-04/2023","26/12/2014","18.5","11.7"
"Haifa Technion 01/1995-04/2023","27/12/2014","19.4","11.4"
"Haifa Technion 01/1995-04/2023","28/12/2014","18.4","12.7"
"Haifa Technion 01/1995-04/2023","29/12/2014","18.7","11.8"
"Haifa Technion 01/1995-04/2023","30/12/2014","18.3","11.0"
"Haifa Technion 01/1995-04/2023","31/12/2014","18.3","11.8"
"Haifa Technion 01/1995-04/2023","01/01/2015","19.8","11.8"
"Haifa Technion 01/1995-04/2023","02/01/2015","14.7","9.9"
"Haifa Technion 01/1995-04/2023","03/01/2015","15.8","10.4"
"Haifa Technion 01/1995-04/2023","04/01/2015","13.4","9.4"
"Haifa Technion 01/1995-04/2023","05/01/2015","15.0","11.0"
"Haifa Technion 01/1995-04/2023","06/01/2015","14.3","10.0"
"Haifa Technion 01/1995-04/2023","07/01/2015","12.3","6.2"
"Haifa Technion 01/1995-04/2023","08/01/2015","9.4","6.0"
"Haifa Technion 01/1995-04/2023","09/01/2015","7.7","2.0"
"Haifa Technion 01/1995-04/2023","10/01/2015","8.5","1.4"
"Haifa Technion 01/1995-04/2023","11/01/2015","11.8","5.8"
"Haifa Technion 01/1995-04/2023","12/01/2015","10.0","4.0"
"Haifa Technion 01/1995-04/2023","13/01/2015","12.2","4.9"
"Haifa Technion 01/1995-04/2023","14/01/2015","13.9","9.0"
"Haifa Technion 01/1995-04/2023","15/01/2015","12.0","7.2"
"Haifa Technion 01/1995-04/2023","16/01/2015","14.0","9.6"
"Haifa Technion 01/1995-04/2023","17/01/2015","14.8","8.7"
"Haifa Technion 01/1995-04/2023","18/01/2015","15.6","9.4"
"Haifa Technion 01/1995-04/2023","19/01/2015","14.9","8.9"
"Haifa Technion 01/1995-04/2023","20/01/2015","16.3","9.8"
"Haifa Technion 01/1995-04/2023","21/01/2015","21.9","13.0"
"Haifa Technion 01/1995-04/2023","22/01/2015","18.7","10.4"
"Haifa Technion 01/1995-04/2023","23/01/2015","19.8","10.2"
"Haifa Technion 01/1995-04/2023","24/01/2015","20.3","13.9"
"Haifa Technion 01/1995-04/2023","25/01/2015","19.7","14.3"
"Haifa Technion 01/1995-04/2023","26/01/2015","19.3","13.1"
"Haifa Technion 01/1995-04/2023","27/01/2015","17.1","11.1"
"Haifa Technion 01/1995-04/2023","28/01/2015","16.4","12.4"
"Haifa Technion 01/1995-04/2023","29/01/2015","17.7","11.7"
"Haifa Technion 01/1995-04/2023","30/01/2015","16.4","10.6"
"Haifa Technion 01/1995-04/2023","31/01/2015","17.5","10.8"
"Haifa Technion 01/1995-04/2023","01/02/2015","19.9","10.1"
"Haifa Technion 01/1995-04/2023","02/02/2015","23.1","12.5"
"Haifa Technion 01/1995-04/2023","03/02/2015","20.3","12.9"
"Haifa Technion 01/1995-04/2023","04/02/2015","17.6","12.2"
"Haifa Technion 01/1995-04/2023","05/02/2015","19.4","10.7"
"Haifa Technion 01/1995-04/2023","06/02/2015","21.4","15.1"
"Haifa Technion 01/1995-04/2023","07/02/2015","27.0","15.9"
"Haifa Technion 01/1995-04/2023","08/02/2015","16.9","14.0"
"Haifa Technion 01/1995-04/2023","09/02/2015","16.1","11.5"
"Haifa Technion 01/1995-04/2023","10/02/2015","17.3","11.7"
"Haifa Technion 01/1995-04/2023","11/02/2015","15.0","7.0"
"Haifa Technion 01/1995-04/2023","12/02/2015","11.0","5.8"
"Haifa Technion 01/1995-04/2023","13/02/2015","12.4","6.3"
"Haifa Technion 01/1995-04/2023","14/02/2015","13.6","8.0"
"Haifa Technion 01/1995-04/2023","15/02/2015","13.1","7.7"
"Haifa Technion 01/1995-04/2023","16/02/2015","15.3","8.7"
"Haifa Technion 01/1995-04/2023","17/02/2015","16.0","9.3"
"Haifa Technion 01/1995-04/2023","18/02/2015","14.5","9.7"
"Haifa Technion 01/1995-04/2023","19/02/2015","11.5","4.9"
"Haifa Technion 01/1995-04/2023","20/02/2015","10.2","2.8"
"Haifa Technion 01/1995-04/2023","21/02/2015","12.9","6.4"
"Haifa Technion 01/1995-04/2023","22/02/2015","14.8","6.7"
"Haifa Technion 01/1995-04/2023","23/02/2015","15.4","9.9"
"Haifa Technion 01/1995-04/2023","24/02/2015","17.0","13.9"
"Haifa Technion 01/1995-04/2023","25/02/2015","17.5","12.3"
"Haifa Technion 01/1995-04/2023","26/02/2015","21.1","10.5"
"Haifa Technion 01/1995-04/2023","27/02/2015","23.7","15.2"
"Haifa Technion 01/1995-04/2023","28/02/2015","21.3","12.7"
"Haifa Technion 01/1995-04/2023","01/03/2015","17.2","11.5"
"Haifa Technion 01/1995-04/2023","02/03/2015","16.3","12.7"
"Haifa Technion 01/1995-04/2023","03/03/2015","16.7","12.5"
"Haifa Technion 01/1995-04/2023","04/03/2015","17.0","12.6"
"Haifa Technion 01/1995-04/2023","05/03/2015","18.2","10.7"
"Haifa Technion 01/1995-04/2023","06/03/2015","22.7","12.0"
"Haifa Technion 01/1995-04/2023","07/03/2015","24.7","14.6"
"Haifa Technion 01/1995-04/2023","08/03/2015","26.7","15.4"
"Haifa Technion 01/1995-04/2023","09/03/2015","26.4","16.2"
"Haifa Technion 01/1995-04/2023","10/03/2015","24.4","16.6"
"Haifa Technion 01/1995-04/2023","11/03/2015","22.0","16.0"
"Haifa Technion 01/1995-04/2023","12/03/2015","16.4","10.6"
"Haifa Technion 01/1995-04/2023","13/03/2015","17.9","11.9"
"Haifa Technion 01/1995-04/2023","14/03/2015","19.4","10.8"
"Haifa Technion 01/1995-04/2023","15/03/2015","17.8","11.7"
"Haifa Technion 01/1995-04/2023","16/03/2015","17.7","11.7"
"Haifa Technion 01/1995-04/2023","17/03/2015","17.5","12.6"
"Haifa Technion 01/1995-04/2023","18/03/2015","20.2","10.9"
"Haifa Technion 01/1995-04/2023","19/03/2015","17.5","13.1"
"Haifa Technion 01/1995-04/2023","20/03/2015","16.1","12.6"
"Haifa Technion 01/1995-04/2023","21/03/2015","16.3","11.2"
"Haifa Technion 01/1995-04/2023","22/03/2015","16.4","11.2"
"Haifa Technion 01/1995-04/2023","23/03/2015","16.5","9.5"
"Haifa Technion 01/1995-04/2023","24/03/2015","18.3","11.0"
"Haifa Technion 01/1995-04/2023","25/03/2015","17.8","11.3"
"Haifa Technion 01/1995-04/2023","26/03/2015","23.9","14.4"
"Haifa Technion 01/1995-04/2023","27/03/2015","27.3","17.0"
"Haifa Technion 01/1995-04/2023","28/03/2015","26.2","15.8"
"Haifa Technion 01/1995-04/2023","29/03/2015","23.0","14.4"
"Haifa Technion 01/1995-04/2023","30/03/2015","18.5","12.8"
"Haifa Technion 01/1995-04/2023","31/03/2015","18.3","13.0"
"Haifa Technion 01/1995-04/2023","01/04/2015","18.6","12.2"
"Haifa Technion 01/1995-04/2023","02/04/2015","18.7","12.8"
"Haifa Technion 01/1995-04/2023","03/04/2015","21.4","12.4"
"Haifa Technion 01/1995-04/2023","04/04/2015","18.3","14.5"
"Haifa Technion 01/1995-04/2023","05/04/2015","19.8","11.5"
"Haifa Technion 01/1995-04/2023","06/04/2015","18.9","14.4"
"Haifa Technion 01/1995-04/2023","07/04/2015","27.9","12.9"
"Haifa Technion 01/1995-04/2023","08/04/2015","33.5","17.5"
"Haifa Technion 01/1995-04/2023","09/04/2015","31.5","14.2"
"Haifa Technion 01/1995-04/2023","10/04/2015","16.2","11.4"
"Haifa Technion 01/1995-04/2023","11/04/2015","12.5","9.5"
"Haifa Technion 01/1995-04/2023","12/04/2015","13.5","7.8"
"Haifa Technion 01/1995-04/2023","13/04/2015","17.2","11.3"
"Haifa Technion 01/1995-04/2023","14/04/2015","17.9","12.0"
"Haifa Technion 01/1995-04/2023","15/04/2015","18.9","11.2"
"Haifa Technion 01/1995-04/2023","16/04/2015","21.0","15.3"
"Haifa Technion 01/1995-04/2023","17/04/2015","19.9","13.8"
"Haifa Technion 01/1995-04/2023","18/04/2015","19.7","13.5"
"Haifa Technion 01/1995-04/2023","19/04/2015","22.1","11.9"
"Haifa Technion 01/1995-04/2023","20/04/2015","28.7","12.9"
"Haifa Technion 01/1995-04/2023","21/04/2015","24.1","16.1"
"Haifa Technion 01/1995-04/2023","22/04/2015","18.1","15.3"
"Haifa Technion 01/1995-04/2023","23/04/2015","16.9","11.0"
"Haifa Technion 01/1995-04/2023","24/04/2015","17.6","9.7"
"Haifa Technion 01/1995-04/2023","25/04/2015","21.0","10.9"
"Haifa Technion 01/1995-04/2023","26/04/2015","25.0","13.7"
"Haifa Technion 01/1995-04/2023","27/04/2015","29.1","17.2"
"Haifa Technion 01/1995-04/2023","28/04/2015","31.6","20.9"
"Haifa Technion 01/1995-04/2023","29/04/2015","32.3","20.7"
"Haifa Technion 01/1995-04/2023","30/04/2015","23.8","16.4"
"Haifa Technion 01/1995-04/2023","01/05/2015","20.3","13.9"
"Haifa Technion 01/1995-04/2023","02/05/2015","20.6","14.3"
"Haifa Technion 01/1995-04/2023","03/05/2015","21.2","16.2"
"Haifa Technion 01/1995-04/2023","04/05/2015","19.9","14.8"
"Haifa Technion 01/1995-04/2023","05/05/2015","21.7","15.5"
"Haifa Technion 01/1995-04/2023","06/05/2015","23.9","16.5"
"Haifa Technion 01/1995-04/2023","07/05/2015","25.4","16.2"
"Haifa Technion 01/1995-04/2023","08/05/2015","25.6","16.0"
"Haifa Technion 01/1995-04/2023","09/05/2015","28.2","16.8"
"Haifa Technion 01/1995-04/2023","10/05/2015","23.5","18.8"
"Haifa Technion 01/1995-04/2023","11/05/2015","25.0","15.9"
"Haifa Technion 01/1995-04/2023","12/05/2015","23.3","16.3"
"Haifa Technion 01/1995-04/2023","13/05/2015","25.1","15.4"
"Haifa Technion 01/1995-04/2023","14/05/2015","21.5","16.8"
"Haifa Technion 01/1995-04/2023","15/05/2015","22.4","17.2"
"Haifa Technion 01/1995-04/2023","16/05/2015","23.6","16.2"
"Haifa Technion 01/1995-04/2023","17/05/2015","30.4","18.1"
"Haifa Technion 01/1995-04/2023","18/05/2015","38.1","24.2"
"Haifa Technion 01/1995-04/2023","19/05/2015","38.9","24.2"
"Haifa Technion 01/1995-04/2023","20/05/2015","30.0","20.9"
"Haifa Technion 01/1995-04/2023","21/05/2015","23.1","19.3"
"Haifa Technion 01/1995-04/2023","22/05/2015","22.5","18.5"
"Haifa Technion 01/1995-04/2023","23/05/2015","23.7","19.2"
"Haifa Technion 01/1995-04/2023","24/05/2015","31.1","17.0"
"Haifa Technion 01/1995-04/2023","25/05/2015","33.7","22.5"
"Haifa Technion 01/1995-04/2023","26/05/2015","31.3","18.9"
"Haifa Technion 01/1995-04/2023","27/05/2015","39.3","19.1"
"Haifa Technion 01/1995-04/2023","28/05/2015","31.0","21.2"
"Haifa Technion 01/1995-04/2023","29/05/2015","23.4","19.3"
"Haifa Technion 01/1995-04/2023","30/05/2015","23.5","18.3"
"Haifa Technion 01/1995-04/2023","31/05/2015","23.8","17.9"
"Haifa Technion 01/1995-04/2023","01/06/2015","23.0","19.3"
"Haifa Technion 01/1995-04/2023","02/06/2015","23.8","19.2"
"Haifa Technion 01/1995-04/2023","03/06/2015","24.8","16.7"
"Haifa Technion 01/1995-04/2023","04/06/2015","24.6","17.6"
"Haifa Technion 01/1995-04/2023","05/06/2015","23.2","18.6"
"Haifa Technion 01/1995-04/2023","06/06/2015","24.3","18.6"
"Haifa Technion 01/1995-04/2023","07/06/2015","24.8","18.0"
"Haifa Technion 01/1995-04/2023","08/06/2015","31.0","19.4"
"Haifa Technion 01/1995-04/2023","09/06/2015","34.2","21.7"
"Haifa Technion 01/1995-04/2023","10/06/2015","24.4","20.3"
"Haifa Technion 01/1995-04/2023","11/06/2015","25.2","19.4"
"Haifa Technion 01/1995-04/2023","12/06/2015","24.9","19.0"
"Haifa Technion 01/1995-04/2023","13/06/2015","24.9","19.4"
"Haifa Technion 01/1995-04/2023","14/06/2015","24.9","19.6"
"Haifa Technion 01/1995-04/2023","15/06/2015","25.4","20.3"
"Haifa Technion 01/1995-04/2023","16/06/2015","26.3","21.1"
"Haifa Technion 01/1995-04/2023","17/06/2015","27.9","21.1"
"Haifa Technion 01/1995-04/2023","18/06/2015","29.4","20.7"
"Haifa Technion 01/1995-04/2023","19/06/2015","29.1","21.6"
"Haifa Technion 01/1995-04/2023","20/06/2015","24.9","21.2"
"Haifa Technion 01/1995-04/2023","21/06/2015","24.9","20.5"
"Haifa Technion 01/1995-04/2023","22/06/2015","26.1","20.4"
"Haifa Technion 01/1995-04/2023","23/06/2015","25.8","20.0"
"Haifa Technion 01/1995-04/2023","24/06/2015","25.3","20.2"
"Haifa Technion 01/1995-04/2023","25/06/2015","25.1","20.0"
"Haifa Technion 01/1995-04/2023","26/06/2015","25.7","21.4"
"Haifa Technion 01/1995-04/2023","27/06/2015","30.1","21.8"
"Haifa Technion 01/1995-04/2023","28/06/2015","30.2","22.2"
"Haifa Technion 01/1995-04/2023","29/06/2015","26.1","19.8"
"Haifa Technion 01/1995-04/2023","30/06/2015","25.6","19.6"
"Haifa Technion 01/1995-04/2023","01/07/2015","25.9","19.7"
"Haifa Technion 01/1995-04/2023","02/07/2015","28.0","21.8"
"Haifa Technion 01/1995-04/2023","03/07/2015","26.3","21.7"
"Haifa Technion 01/1995-04/2023","04/07/2015","26.6","20.1"
"Haifa Technion 01/1995-04/2023","05/07/2015","30.0","18.7"
"Haifa Technion 01/1995-04/2023","06/07/2015","28.6","21.1"
"Haifa Technion 01/1995-04/2023","07/07/2015","26.2","20.9"
"Haifa Technion 01/1995-04/2023","08/07/2015","26.5","21.1"
"Haifa Technion 01/1995-04/2023","09/07/2015","27.4","20.4"
"Haifa Technion 01/1995-04/2023","10/07/2015","27.1","20.2"
"Haifa Technion 01/1995-04/2023","11/07/2015","27.8","22.7"
"Haifa Technion 01/1995-04/2023","12/07/2015","27.8","22.0"
"Haifa Technion 01/1995-04/2023","13/07/2015","27.4","21.5"
"Haifa Technion 01/1995-04/2023","14/07/2015","28.3","22.9"
"Haifa Technion 01/1995-04/2023","15/07/2015","27.9","22.9"
"Haifa Technion 01/1995-04/2023","16/07/2015","28.9","22.2"
"Haifa Technion 01/1995-04/2023","17/07/2015","28.8","23.1"
"Haifa Technion 01/1995-04/2023","18/07/2015","28.8","23.5"
"Haifa Technion 01/1995-04/2023","19/07/2015","28.3","23.7"
"Haifa Technion 01/1995-04/2023","20/07/2015","29.0","22.7"
"Haifa Technion 01/1995-04/2023","21/07/2015","29.0","22.4"
"Haifa Technion 01/1995-04/2023","22/07/2015","29.8","23.5"
"Haifa Technion 01/1995-04/2023","23/07/2015","30.7","23.7"
"Haifa Technion 01/1995-04/2023","24/07/2015","33.0","22.5"
"Haifa Technion 01/1995-04/2023","25/07/2015","31.8","24.5"
"Haifa Technion 01/1995-04/2023","26/07/2015","30.0","24.4"
"Haifa Technion 01/1995-04/2023","27/07/2015","28.9","23.1"
"Haifa Technion 01/1995-04/2023","28/07/2015","28.7","23.6"
"Haifa Technion 01/1995-04/2023","29/07/2015","29.9","22.6"
"Haifa Technion 01/1995-04/2023","30/07/2015","30.6","21.6"
"Haifa Technion 01/1995-04/2023","31/07/2015","30.6","23.3"
"Haifa Technion 01/1995-04/2023","01/08/2015","32.9","23.5"
"Haifa Technion 01/1995-04/2023","02/08/2015","31.2","24.4"
"Haifa Technion 01/1995-04/2023","03/08/2015","34.5","26.9"
"Haifa Technion 01/1995-04/2023","04/08/2015","32.7","25.2"
"Haifa Technion 01/1995-04/2023","05/08/2015","31.2","24.8"
"Haifa Technion 01/1995-04/2023","06/08/2015","29.8","23.2"
"Haifa Technion 01/1995-04/2023","07/08/2015","33.9","22.3"
"Haifa Technion 01/1995-04/2023","08/08/2015","34.3","26.6"
"Haifa Technion 01/1995-04/2023","09/08/2015","30.3","24.3"
"Haifa Technion 01/1995-04/2023","10/08/2015","29.8","24.6"
"Haifa Technion 01/1995-04/2023","11/08/2015","30.1","25.1"
"Haifa Technion 01/1995-04/2023","12/08/2015","29.7","24.6"
"Haifa Technion 01/1995-04/2023","13/08/2015","29.4","24.2"
"Haifa Technion 01/1995-04/2023","14/08/2015","30.1","23.6"
"Haifa Technion 01/1995-04/2023","15/08/2015","31.6","23.9"
"Haifa Technion 01/1995-04/2023","16/08/2015","34.8","24.7"
"Haifa Technion 01/1995-04/2023","17/08/2015","34.7","28.1"
"Haifa Technion 01/1995-04/2023","18/08/2015","31.6","25.4"
"Haifa Technion 01/1995-04/2023","19/08/2015","31.2","24.8"
"Haifa Technion 01/1995-04/2023","20/08/2015","30.7","23.9"
"Haifa Technion 01/1995-04/2023","21/08/2015","29.7","23.7"
"Haifa Technion 01/1995-04/2023","22/08/2015","29.8","24.1"
"Haifa Technion 01/1995-04/2023","23/08/2015","29.9","23.2"
"Haifa Technion 01/1995-04/2023","24/08/2015","29.6","24.2"
"Haifa Technion 01/1995-04/2023","25/08/2015","29.1","23.9"
"Haifa Technion 01/1995-04/2023","26/08/2015","29.6","22.7"
"Haifa Technion 01/1995-04/2023","27/08/2015","31.3","24.6"
"Haifa Technion 01/1995-04/2023","28/08/2015","29.9","23.5"
"Haifa Technion 01/1995-04/2023","29/08/2015","30.2","24.1"
"Haifa Technion 01/1995-04/2023","30/08/2015","29.7","24.8"
"Haifa Technion 01/1995-04/2023","31/08/2015","30.3","24.7"
"Haifa Technion 01/1995-04/2023","01/09/2015","30.4","24.3"
"Haifa Technion 01/1995-04/2023","02/09/2015","30.4","24.1"
"Haifa Technion 01/1995-04/2023","03/09/2015","30.8","24.4"
"Haifa Technion 01/1995-04/2023","04/09/2015","29.1","24.4"
"Haifa Technion 01/1995-04/2023","05/09/2015","29.0","24.0"
"Haifa Technion 01/1995-04/2023","06/09/2015","28.1","25.5"
"Haifa Technion 01/1995-04/2023","07/09/2015","29.8","26.0"
"Haifa Technion 01/1995-04/2023","08/09/2015","32.2","27.1"
"Haifa Technion 01/1995-04/2023","09/09/2015","35.0","27.4"
"Haifa Technion 01/1995-04/2023","10/09/2015","34.8","26.1"
"Haifa Technion 01/1995-04/2023","11/09/2015","33.6","26.8"
"Haifa Technion 01/1995-04/2023","12/09/2015","34.6","26.0"
"Haifa Technion 01/1995-04/2023","13/09/2015","30.9","25.3"
"Haifa Technion 01/1995-04/2023","14/09/2015","28.8","24.9"
"Haifa Technion 01/1995-04/2023","15/09/2015","30.6","25.0"
"Haifa Technion 01/1995-04/2023","16/09/2015","30.9","24.4"
"Haifa Technion 01/1995-04/2023","17/09/2015","29.6","22.3"
"Haifa Technion 01/1995-04/2023","18/09/2015","30.9","22.2"
"Haifa Technion 01/1995-04/2023","19/09/2015","30.9","21.4"
"Haifa Technion 01/1995-04/2023","20/09/2015","33.5","23.1"
"Haifa Technion 01/1995-04/2023","21/09/2015","28.4","23.8"
"Haifa Technion 01/1995-04/2023","22/09/2015","31.4","21.5"
"Haifa Technion 01/1995-04/2023","23/09/2015","34.8","23.4"
"Haifa Technion 01/1995-04/2023","24/09/2015","30.7","23.9"
"Haifa Technion 01/1995-04/2023","25/09/2015","29.2","22.9"
"Haifa Technion 01/1995-04/2023","26/09/2015","29.1","21.8"
"Haifa Technion 01/1995-04/2023","27/09/2015","28.1","21.9"
"Haifa Technion 01/1995-04/2023","28/09/2015","28.6","21.6"
"Haifa Technion 01/1995-04/2023","29/09/2015","28.6","23.2"
"Haifa Technion 01/1995-04/2023","30/09/2015","27.9","22.3"
"Haifa Technion 01/1995-04/2023","01/10/2015","28.0","24.3"
